"Drug1"	"Drug2"
"DB09047"	"DB01137"
"DB09047"	"DB01165"
"DB09047"	"DB01177"
"DB09047"	"DB01204"
"DB09047"	"DB01208"
"DB09047"	"DB09047"
"DB09048"	"DB00673"
"DB09048"	"DB09048"
"DB09049"	"DB00504"
"DB09049"	"DB00802"
"DB09049"	"DB00913"
"DB09049"	"DB09049"
"DB09052"	"DB09052"
"DB09053"	"DB09053"
"DB09053"	"DB11703"
"DB09059"	"DB09059"
"DB09061"	"DB09061"
"DB09063"	"DB08865"
"DB09063"	"DB09063"
"DB09063"	"DB11363"
"DB09063"	"DB12130"
"DB09064"	"DB00636"
"DB09064"	"DB01241"
"DB09064"	"DB09064"
"DB09064"	"DB09422"
"DB09066"	"DB00066"
"DB09066"	"DB00094"
"DB09066"	"DB09066"
"DB09068"	"DB09068"
"DB09069"	"DB09069"
"DB09070"	"DB00947"
"DB09070"	"DB01357"
"DB09070"	"DB04575"
"DB09070"	"DB04938"
"DB09070"	"DB09070"
"DB09070"	"DB09317"
"DB09070"	"DB09318"
"DB09070"	"DB09369"
"DB09070"	"DB11541"
"DB09071"	"DB00980"
"DB09071"	"DB09071"
"DB09073"	"DB09073"
"DB09073"	"DB11730"
"DB09073"	"DB12001"
"DB09074"	"DB09074"
"DB09074"	"DB12332"
"DB09075"	"DB06228"
"DB09075"	"DB06605"
"DB09075"	"DB09075"
"DB09075"	"DB12364"
"DB09075"	"DB13884"
"DB09076"	"DB00340"
"DB09076"	"DB00376"
"DB09076"	"DB00496"
"DB09076"	"DB00725"
"DB09076"	"DB00785"
"DB09076"	"DB01036"
"DB09076"	"DB01409"
"DB09076"	"DB01591"
"DB09076"	"DB06702"
"DB09076"	"DB08897"
"DB09076"	"DB09076"
"DB09076"	"DB11181"
"DB09078"	"DB09078"
"DB09079"	"DB09079"
"DB09080"	"DB00816"
"DB09080"	"DB00867"
"DB09080"	"DB01274"
"DB09080"	"DB01366"
"DB09080"	"DB05039"
"DB09080"	"DB06814"
"DB09080"	"DB09080"
"DB09080"	"DB09082"
"DB09080"	"DB11587"
"DB09080"	"DB13139"
"DB09082"	"DB00816"
"DB09082"	"DB00867"
"DB09082"	"DB01274"
"DB09082"	"DB01366"
"DB09082"	"DB05039"
"DB09082"	"DB06814"
"DB09082"	"DB09080"
"DB09082"	"DB09082"
"DB09082"	"DB11587"
"DB09082"	"DB13139"
"DB09083"	"DB09083"
"DB09085"	"DB09085"
"DB09086"	"DB09086"
"DB09089"	"DB09089"
"DB09090"	"DB09090"
"DB09091"	"DB09091"
"DB09092"	"DB09092"
"DB09095"	"DB09095"
"DB09097"	"DB09097"
"DB09098"	"DB09098"
"DB09099"	"DB09099"
"DB09099"	"DB13985"
"DB09103"	"DB09103"
"DB09105"	"DB09105"
"DB09107"	"DB00012"
"DB09107"	"DB00016"
"DB09107"	"DB08894"
"DB09107"	"DB09107"
"DB09108"	"DB06081"
"DB09108"	"DB09108"
"DB09108"	"DB09329"
"DB09108"	"DB11606"
"DB09108"	"DB11607"
"DB09109"	"DB09109"
"DB09109"	"DB14738"
"DB09112"	"DB09112"
"DB09116"	"DB09116"
"DB09118"	"DB09118"
"DB09119"	"DB09119"
"DB09119"	"DB14575"
"DB09120"	"DB09120"
"DB09120"	"DB11131"
"DB09121"	"DB09121"
"DB09123"	"DB01395"
"DB09123"	"DB09123"
"DB09124"	"DB00378"
"DB09124"	"DB00717"
"DB09124"	"DB06789"
"DB09124"	"DB09124"
"DB09126"	"DB00044"
"DB09126"	"DB09126"
"DB09128"	"DB09128"
"DB09129"	"DB09129"
"DB09130"	"DB09130"
"DB09131"	"DB09131"
"DB09140"	"DB09140"
"DB09141"	"DB00569"
"DB09141"	"DB01225"
"DB09141"	"DB09141"
"DB09143"	"DB06786"
"DB09143"	"DB08828"
"DB09143"	"DB09143"
"DB09143"	"DB11978"
"DB09146"	"DB09146"
"DB09148"	"DB00746"
"DB09148"	"DB06782"
"DB09148"	"DB09148"
"DB09148"	"DB09149"
"DB09148"	"DB09151"
"DB09149"	"DB00746"
"DB09149"	"DB06782"
"DB09149"	"DB09148"
"DB09149"	"DB09149"
"DB09149"	"DB09151"
"DB09151"	"DB00746"
"DB09151"	"DB06782"
"DB09151"	"DB09148"
"DB09151"	"DB09149"
"DB09151"	"DB09151"
"DB09167"	"DB09167"
"DB09185"	"DB00226"
"DB09185"	"DB00234"
"DB09185"	"DB01170"
"DB09185"	"DB04840"
"DB09185"	"DB09185"
"DB09195"	"DB09195"
"DB09205"	"DB00610"
"DB09205"	"DB00699"
"DB09205"	"DB01253"
"DB09205"	"DB06764"
"DB09205"	"DB09205"
"DB09209"	"DB00318"
"DB09209"	"DB00327"
"DB09209"	"DB00497"
"DB09209"	"DB00611"
"DB09209"	"DB00708"
"DB09209"	"DB00844"
"DB09209"	"DB00854"
"DB09209"	"DB00899"
"DB09209"	"DB01535"
"DB09209"	"DB06230"
"DB09209"	"DB06274"
"DB09209"	"DB09209"
"DB09209"	"DB09272"
"DB09209"	"DB11130"
"DB09209"	"DB11691"
"DB09213"	"DB09213"
"DB09214"	"DB00461"
"DB09214"	"DB00465"
"DB09214"	"DB00469"
"DB09214"	"DB00500"
"DB09214"	"DB00554"
"DB09214"	"DB00712"
"DB09214"	"DB00784"
"DB09214"	"DB00788"
"DB09214"	"DB00814"
"DB09214"	"DB00821"
"DB09214"	"DB00861"
"DB09214"	"DB00870"
"DB09214"	"DB00963"
"DB09214"	"DB00991"
"DB09214"	"DB01283"
"DB09214"	"DB01399"
"DB09214"	"DB01401"
"DB09214"	"DB01419"
"DB09214"	"DB01435"
"DB09214"	"DB01600"
"DB09214"	"DB06725"
"DB09214"	"DB06736"
"DB09214"	"DB06802"
"DB09214"	"DB09214"
"DB09214"	"DB09216"
"DB09214"	"DB11071"
"DB09214"	"DB11079"
"DB09214"	"DB11201"
"DB09214"	"DB11323"
"DB09214"	"DB13501"
"DB09214"	"DB13783"
"DB09216"	"DB00461"
"DB09216"	"DB00465"
"DB09216"	"DB00469"
"DB09216"	"DB00500"
"DB09216"	"DB00554"
"DB09216"	"DB00712"
"DB09216"	"DB00784"
"DB09216"	"DB00788"
"DB09216"	"DB00814"
"DB09216"	"DB00821"
"DB09216"	"DB00861"
"DB09216"	"DB00870"
"DB09216"	"DB00963"
"DB09216"	"DB00991"
"DB09216"	"DB01283"
"DB09216"	"DB01399"
"DB09216"	"DB01401"
"DB09216"	"DB01419"
"DB09216"	"DB01435"
"DB09216"	"DB01600"
"DB09216"	"DB06725"
"DB09216"	"DB06736"
"DB09216"	"DB06802"
"DB09216"	"DB09214"
"DB09216"	"DB09216"
"DB09216"	"DB11071"
"DB09216"	"DB11079"
"DB09216"	"DB11201"
"DB09216"	"DB11323"
"DB09216"	"DB13501"
"DB09216"	"DB13783"
"DB09217"	"DB01628"
"DB09217"	"DB09217"
"DB09217"	"DB13167"
"DB09220"	"DB09220"
"DB09225"	"DB09225"
"DB09228"	"DB06404"
"DB09228"	"DB09228"
"DB09236"	"DB09236"
"DB09238"	"DB09238"
"DB09241"	"DB09241"
"DB09242"	"DB09242"
"DB09256"	"DB00322"
"DB09256"	"DB00432"
"DB09256"	"DB00544"
"DB09256"	"DB01101"
"DB09256"	"DB09256"
"DB09257"	"DB09257"
"DB09258"	"DB09258"
"DB09265"	"DB01276"
"DB09265"	"DB06655"
"DB09265"	"DB09043"
"DB09265"	"DB09045"
"DB09265"	"DB09265"
"DB09265"	"DB13928"
"DB09266"	"DB09266"
"DB09270"	"DB09270"
"DB09272"	"DB00318"
"DB09272"	"DB00327"
"DB09272"	"DB00497"
"DB09272"	"DB00611"
"DB09272"	"DB00708"
"DB09272"	"DB00844"
"DB09272"	"DB00854"
"DB09272"	"DB00899"
"DB09272"	"DB01535"
"DB09272"	"DB06230"
"DB09272"	"DB06274"
"DB09272"	"DB09209"
"DB09272"	"DB09272"
"DB09272"	"DB11130"
"DB09272"	"DB11691"
"DB09280"	"DB08820"
"DB09280"	"DB09280"
"DB09280"	"DB11712"
"DB09282"	"DB01020"
"DB09282"	"DB08931"
"DB09282"	"DB09282"
"DB09282"	"DB13170"
"DB09292"	"DB09292"
"DB09300"	"DB09300"
"DB09301"	"DB09301"
"DB09302"	"DB09302"
"DB09310"	"DB09310"
"DB09317"	"DB00947"
"DB09317"	"DB01357"
"DB09317"	"DB04575"
"DB09317"	"DB04938"
"DB09317"	"DB09070"
"DB09317"	"DB09317"
"DB09317"	"DB09318"
"DB09317"	"DB09369"
"DB09317"	"DB11541"
"DB09318"	"DB00947"
"DB09318"	"DB01357"
"DB09318"	"DB04575"
"DB09318"	"DB04938"
"DB09318"	"DB09070"
"DB09318"	"DB09317"
"DB09318"	"DB09318"
"DB09318"	"DB09369"
"DB09318"	"DB11541"
"DB09327"	"DB09327"
"DB09329"	"DB06081"
"DB09329"	"DB09108"
"DB09329"	"DB09329"
"DB09329"	"DB11606"
"DB09329"	"DB11607"
"DB09330"	"DB00317"
"DB09330"	"DB01269"
"DB09330"	"DB09330"
"DB09330"	"DB09559"
"DB09330"	"DB11828"
"DB09330"	"DB11963"
"DB09331"	"DB09331"
"DB09332"	"DB09332"
"DB09333"	"DB09333"
"DB09336"	"DB09336"
"DB09343"	"DB09343"
"DB09351"	"DB00187"
"DB09351"	"DB01297"
"DB09351"	"DB09351"
"DB09369"	"DB00947"
"DB09369"	"DB01357"
"DB09369"	"DB04575"
"DB09369"	"DB04938"
"DB09369"	"DB09070"
"DB09369"	"DB09317"
"DB09369"	"DB09318"
"DB09369"	"DB09369"
"DB09369"	"DB11541"
"DB09371"	"DB09371"
"DB09389"	"DB09389"
"DB09401"	"DB09401"
"DB09409"	"DB00874"
"DB09409"	"DB09409"
"DB09409"	"DB09481"
"DB09418"	"DB09418"
"DB09421"	"DB09421"
"DB09422"	"DB00636"
"DB09422"	"DB01241"
"DB09422"	"DB09064"
"DB09422"	"DB09422"
"DB09460"	"DB09460"
"DB09462"	"DB09462"
"DB09472"	"DB00880"
"DB09472"	"DB01031"
"DB09472"	"DB09472"
"DB09477"	"DB00178"
"DB09477"	"DB09477"
"DB09481"	"DB00874"
"DB09481"	"DB09409"
"DB09481"	"DB09481"
"DB09488"	"DB00283"
"DB09488"	"DB00341"
"DB09488"	"DB00405"
"DB09488"	"DB00427"
"DB09488"	"DB00557"
"DB09488"	"DB00719"
"DB09488"	"DB00737"
"DB09488"	"DB00748"
"DB09488"	"DB00792"
"DB09488"	"DB00902"
"DB09488"	"DB00950"
"DB09488"	"DB00967"
"DB09488"	"DB00972"
"DB09488"	"DB00985"
"DB09488"	"DB01084"
"DB09488"	"DB01237"
"DB09488"	"DB01246"
"DB09488"	"DB01619"
"DB09488"	"DB01620"
"DB09488"	"DB04837"
"DB09488"	"DB04890"
"DB09488"	"DB06282"
"DB09488"	"DB06691"
"DB09488"	"DB06766"
"DB09488"	"DB08799"
"DB09488"	"DB08936"
"DB09488"	"DB09488"
"DB09488"	"DB09555"
"DB09488"	"DB11591"
"DB09517"	"DB09517"
"DB09526"	"DB00600"
"DB09526"	"DB09526"
"DB09526"	"DB11217"
"DB09532"	"DB09532"
"DB09535"	"DB00286"
"DB09535"	"DB04574"
"DB09535"	"DB06249"
"DB09535"	"DB06401"
"DB09535"	"DB09535"
"DB09536"	"DB09536"
"DB09536"	"DB11132"
"DB09539"	"DB09539"
"DB09552"	"DB09552"
"DB09555"	"DB00283"
"DB09555"	"DB00341"
"DB09555"	"DB00405"
"DB09555"	"DB00427"
"DB09555"	"DB00557"
"DB09555"	"DB00719"
"DB09555"	"DB00737"
"DB09555"	"DB00748"
"DB09555"	"DB00792"
"DB09555"	"DB00902"
"DB09555"	"DB00950"
"DB09555"	"DB00967"
"DB09555"	"DB00972"
"DB09555"	"DB00985"
"DB09555"	"DB01084"
"DB09555"	"DB01237"
"DB09555"	"DB01246"
"DB09555"	"DB01619"
"DB09555"	"DB01620"
"DB09555"	"DB04837"
"DB09555"	"DB04890"
"DB09555"	"DB06282"
"DB09555"	"DB06691"
"DB09555"	"DB06766"
"DB09555"	"DB08799"
"DB09555"	"DB08936"
"DB09555"	"DB09488"
"DB09555"	"DB09555"
"DB09555"	"DB11591"
"DB09559"	"DB00317"
"DB09559"	"DB01269"
"DB09559"	"DB09330"
"DB09559"	"DB09559"
"DB09559"	"DB11828"
"DB09559"	"DB11963"
"DB09564"	"DB00046"
"DB09564"	"DB00047"
"DB09564"	"DB01306"
"DB09564"	"DB01307"
"DB09564"	"DB01309"
"DB09564"	"DB09564"
"DB09568"	"DB09568"
"DB10770"	"DB10770"
"DB10772"	"DB10772"
"DB11059"	"DB11059"
"DB11064"	"DB00957"
"DB11064"	"DB11064"
"DB11071"	"DB00461"
"DB11071"	"DB00465"
"DB11071"	"DB00469"
"DB11071"	"DB00500"
"DB11071"	"DB00554"
"DB11071"	"DB00712"
"DB11071"	"DB00784"
"DB11071"	"DB00788"
"DB11071"	"DB00814"
"DB11071"	"DB00821"
"DB11071"	"DB00861"
"DB11071"	"DB00870"
"DB11071"	"DB00963"
"DB11071"	"DB00991"
"DB11071"	"DB01283"
"DB11071"	"DB01399"
"DB11071"	"DB01401"
"DB11071"	"DB01419"
"DB11071"	"DB01435"
"DB11071"	"DB01600"
"DB11071"	"DB06725"
"DB11071"	"DB06736"
"DB11071"	"DB06802"
"DB11071"	"DB09214"
"DB11071"	"DB09216"
"DB11071"	"DB11071"
"DB11071"	"DB11079"
"DB11071"	"DB11201"
"DB11071"	"DB11323"
"DB11071"	"DB13501"
"DB11071"	"DB13783"
"DB11075"	"DB11075"
"DB11077"	"DB11077"
"DB11079"	"DB00461"
"DB11079"	"DB00465"
"DB11079"	"DB00469"
"DB11079"	"DB00500"
"DB11079"	"DB00554"
"DB11079"	"DB00712"
"DB11079"	"DB00784"
"DB11079"	"DB00788"
"DB11079"	"DB00814"
"DB11079"	"DB00821"
"DB11079"	"DB00861"
"DB11079"	"DB00870"
"DB11079"	"DB00963"
"DB11079"	"DB00991"
"DB11079"	"DB01283"
"DB11079"	"DB01399"
"DB11079"	"DB01401"
"DB11079"	"DB01419"
"DB11079"	"DB01435"
"DB11079"	"DB01600"
"DB11079"	"DB06725"
"DB11079"	"DB06736"
"DB11079"	"DB06802"
"DB11079"	"DB09214"
"DB11079"	"DB09216"
"DB11079"	"DB11071"
"DB11079"	"DB11079"
"DB11079"	"DB11201"
"DB11079"	"DB11323"
"DB11079"	"DB13501"
"DB11079"	"DB13783"
"DB11081"	"DB11081"
"DB11085"	"DB00389"
"DB11085"	"DB00550"
"DB11085"	"DB00763"
"DB11085"	"DB11085"
"DB11085"	"DB11496"
"DB11087"	"DB00239"
"DB11087"	"DB00503"
"DB11087"	"DB00531"
"DB11087"	"DB01127"
"DB11087"	"DB01181"
"DB11087"	"DB01220"
"DB11087"	"DB08864"
"DB11087"	"DB11087"
"DB11087"	"DB13179"
"DB11090"	"DB01218"
"DB11090"	"DB11090"
"DB11090"	"DB11386"
"DB11093"	"DB11093"
"DB11093"	"DB11348"
"DB11093"	"DB14481"
"DB11094"	"DB11094"
"DB11113"	"DB11113"
"DB11120"	"DB11120"
"DB11124"	"DB11124"
"DB11130"	"DB00318"
"DB11130"	"DB00327"
"DB11130"	"DB00497"
"DB11130"	"DB00611"
"DB11130"	"DB00708"
"DB11130"	"DB00844"
"DB11130"	"DB00854"
"DB11130"	"DB00899"
"DB11130"	"DB01535"
"DB11130"	"DB06230"
"DB11130"	"DB06274"
"DB11130"	"DB09209"
"DB11130"	"DB09272"
"DB11130"	"DB11130"
"DB11130"	"DB11691"
"DB11131"	"DB09120"
"DB11131"	"DB11131"
"DB11132"	"DB09536"
"DB11132"	"DB11132"
"DB11133"	"DB11133"
"DB11136"	"DB11136"
"DB11136"	"DB14527"
"DB11136"	"DB14528"
"DB11136"	"DB14529"
"DB11136"	"DB14530"
"DB11148"	"DB11148"
"DB11156"	"DB11156"
"DB11157"	"DB11157"
"DB11166"	"DB11166"
"DB11181"	"DB00340"
"DB11181"	"DB00376"
"DB11181"	"DB00496"
"DB11181"	"DB00725"
"DB11181"	"DB00785"
"DB11181"	"DB01036"
"DB11181"	"DB01409"
"DB11181"	"DB01591"
"DB11181"	"DB06702"
"DB11181"	"DB08897"
"DB11181"	"DB09076"
"DB11181"	"DB11181"
"DB11186"	"DB11186"
"DB11193"	"DB11193"
"DB11201"	"DB00461"
"DB11201"	"DB00465"
"DB11201"	"DB00469"
"DB11201"	"DB00500"
"DB11201"	"DB00554"
"DB11201"	"DB00712"
"DB11201"	"DB00784"
"DB11201"	"DB00788"
"DB11201"	"DB00814"
"DB11201"	"DB00821"
"DB11201"	"DB00861"
"DB11201"	"DB00870"
"DB11201"	"DB00963"
"DB11201"	"DB00991"
"DB11201"	"DB01283"
"DB11201"	"DB01399"
"DB11201"	"DB01401"
"DB11201"	"DB01419"
"DB11201"	"DB01435"
"DB11201"	"DB01600"
"DB11201"	"DB06725"
"DB11201"	"DB06736"
"DB11201"	"DB06802"
"DB11201"	"DB09214"
"DB11201"	"DB09216"
"DB11201"	"DB11071"
"DB11201"	"DB11079"
"DB11201"	"DB11201"
"DB11201"	"DB11323"
"DB11201"	"DB13501"
"DB11201"	"DB13783"
"DB11217"	"DB00600"
"DB11217"	"DB09526"
"DB11217"	"DB11217"
"DB11219"	"DB01428"
"DB11219"	"DB11219"
"DB11221"	"DB11221"
"DB11235"	"DB00835"
"DB11235"	"DB11235"
"DB11254"	"DB11254"
"DB11273"	"DB11273"
"DB11274"	"DB11274"
"DB11275"	"DB11275"
"DB11275"	"DB11584"
"DB11278"	"DB11278"
"DB11294"	"DB11294"
"DB11300"	"DB11300"
"DB11311"	"DB11311"
"DB11323"	"DB00461"
"DB11323"	"DB00465"
"DB11323"	"DB00469"
"DB11323"	"DB00500"
"DB11323"	"DB00554"
"DB11323"	"DB00712"
"DB11323"	"DB00784"
"DB11323"	"DB00788"
"DB11323"	"DB00814"
"DB11323"	"DB00821"
"DB11323"	"DB00861"
"DB11323"	"DB00870"
"DB11323"	"DB00963"
"DB11323"	"DB00991"
"DB11323"	"DB01283"
"DB11323"	"DB01399"
"DB11323"	"DB01401"
"DB11323"	"DB01419"
"DB11323"	"DB01435"
"DB11323"	"DB01600"
"DB11323"	"DB06725"
"DB11323"	"DB06736"
"DB11323"	"DB06802"
"DB11323"	"DB09214"
"DB11323"	"DB09216"
"DB11323"	"DB11071"
"DB11323"	"DB11079"
"DB11323"	"DB11201"
"DB11323"	"DB11323"
"DB11323"	"DB13501"
"DB11323"	"DB13783"
"DB11327"	"DB11327"
"DB11328"	"DB11328"
"DB11338"	"DB11338"
"DB11348"	"DB11093"
"DB11348"	"DB11348"
"DB11348"	"DB14481"
"DB11359"	"DB03255"
"DB11359"	"DB11359"
"DB11359"	"DB13967"
"DB11362"	"DB11362"
"DB11363"	"DB08865"
"DB11363"	"DB09063"
"DB11363"	"DB11363"
"DB11363"	"DB12130"
"DB11386"	"DB01218"
"DB11386"	"DB11090"
"DB11386"	"DB11386"
"DB11397"	"DB11397"
"DB11429"	"DB00621"
"DB11429"	"DB00665"
"DB11429"	"DB00984"
"DB11429"	"DB01128"
"DB11429"	"DB01420"
"DB11429"	"DB01541"
"DB11429"	"DB08804"
"DB11429"	"DB08899"
"DB11429"	"DB11429"
"DB11429"	"DB11447"
"DB11429"	"DB13155"
"DB11429"	"DB14639"
"DB11447"	"DB00621"
"DB11447"	"DB00665"
"DB11447"	"DB00984"
"DB11447"	"DB01128"
"DB11447"	"DB01420"
"DB11447"	"DB01541"
"DB11447"	"DB08804"
"DB11447"	"DB08899"
"DB11447"	"DB11429"
"DB11447"	"DB11447"
"DB11447"	"DB13155"
"DB11447"	"DB14639"
"DB11477"	"DB00633"
"DB11477"	"DB06707"
"DB11477"	"DB11477"
"DB11477"	"DB11738"
"DB11478"	"DB00539"
"DB11478"	"DB00882"
"DB11478"	"DB00890"
"DB11478"	"DB11478"
"DB11496"	"DB00389"
"DB11496"	"DB00550"
"DB11496"	"DB00763"
"DB11496"	"DB11085"
"DB11496"	"DB11496"
"DB11541"	"DB00947"
"DB11541"	"DB01357"
"DB11541"	"DB04575"
"DB11541"	"DB04938"
"DB11541"	"DB09070"
"DB11541"	"DB09317"
"DB11541"	"DB09318"
"DB11541"	"DB09369"
"DB11541"	"DB11541"
"DB11560"	"DB11560"
"DB11569"	"DB09029"
"DB11569"	"DB11569"
"DB11571"	"DB11571"
"DB11571"	"DB11572"
"DB11572"	"DB11571"
"DB11572"	"DB11572"
"DB11577"	"DB11577"
"DB11580"	"DB01257"
"DB11580"	"DB11580"
"DB11581"	"DB06756"
"DB11581"	"DB11581"
"DB11584"	"DB11275"
"DB11584"	"DB11584"
"DB11587"	"DB00816"
"DB11587"	"DB00867"
"DB11587"	"DB01274"
"DB11587"	"DB01366"
"DB11587"	"DB05039"
"DB11587"	"DB06814"
"DB11587"	"DB09080"
"DB11587"	"DB09082"
"DB11587"	"DB11587"
"DB11587"	"DB13139"
"DB11588"	"DB11588"
"DB11590"	"DB11590"
"DB11591"	"DB00283"
"DB11591"	"DB00341"
"DB11591"	"DB00405"
"DB11591"	"DB00427"
"DB11591"	"DB00557"
"DB11591"	"DB00719"
"DB11591"	"DB00737"
"DB11591"	"DB00748"
"DB11591"	"DB00792"
"DB11591"	"DB00902"
"DB11591"	"DB00950"
"DB11591"	"DB00967"
"DB11591"	"DB00972"
"DB11591"	"DB00985"
"DB11591"	"DB01084"
"DB11591"	"DB01237"
"DB11591"	"DB01246"
"DB11591"	"DB01619"
"DB11591"	"DB01620"
"DB11591"	"DB04837"
"DB11591"	"DB04890"
"DB11591"	"DB06282"
"DB11591"	"DB06691"
"DB11591"	"DB06766"
"DB11591"	"DB08799"
"DB11591"	"DB08936"
"DB11591"	"DB09488"
"DB11591"	"DB09555"
"DB11591"	"DB11591"
"DB11595"	"DB11595"
"DB11595"	"DB11945"
"DB11597"	"DB11597"
"DB11598"	"DB06754"
"DB11598"	"DB11598"
"DB11601"	"DB00045"
"DB11601"	"DB11601"
"DB11605"	"DB11605"
"DB11606"	"DB06081"
"DB11606"	"DB09108"
"DB11606"	"DB09329"
"DB11606"	"DB11606"
"DB11606"	"DB11607"
"DB11607"	"DB06081"
"DB11607"	"DB09108"
"DB11607"	"DB09329"
"DB11607"	"DB11606"
"DB11607"	"DB11607"
"DB11611"	"DB11611"
"DB11614"	"DB11614"
"DB11619"	"DB11619"
"DB11626"	"DB11626"
"DB11632"	"DB00323"
"DB11632"	"DB00494"
"DB11632"	"DB11632"
"DB11633"	"DB11633"
"DB11635"	"DB00778"
"DB11635"	"DB09031"
"DB11635"	"DB11635"
"DB11639"	"DB11639"
"DB11640"	"DB11640"
"DB11641"	"DB00361"
"DB11641"	"DB11641"
"DB11642"	"DB11642"
"DB11644"	"DB11644"
"DB11653"	"DB11653"
"DB11660"	"DB00287"
"DB11660"	"DB00654"
"DB11660"	"DB08819"
"DB11660"	"DB11660"
"DB11672"	"DB11672"
"DB11691"	"DB00318"
"DB11691"	"DB00327"
"DB11691"	"DB00497"
"DB11691"	"DB00611"
"DB11691"	"DB00708"
"DB11691"	"DB00844"
"DB11691"	"DB00854"
"DB11691"	"DB00899"
"DB11691"	"DB01535"
"DB11691"	"DB06230"
"DB11691"	"DB06274"
"DB11691"	"DB09209"
"DB11691"	"DB09272"
"DB11691"	"DB11130"
"DB11691"	"DB11691"
"DB11699"	"DB00377"
"DB11699"	"DB00757"
"DB11699"	"DB00889"
"DB11699"	"DB00969"
"DB11699"	"DB11699"
"DB11703"	"DB09053"
"DB11703"	"DB11703"
"DB11712"	"DB08820"
"DB11712"	"DB09280"
"DB11712"	"DB11712"
"DB11714"	"DB11714"
"DB11718"	"DB11718"
"DB11730"	"DB09073"
"DB11730"	"DB11730"
"DB11730"	"DB12001"
"DB11738"	"DB00633"
"DB11738"	"DB06707"
"DB11738"	"DB11477"
"DB11738"	"DB11738"
"DB11760"	"DB11760"
"DB11760"	"DB11793"
"DB11767"	"DB11767"
"DB11793"	"DB11760"
"DB11793"	"DB11793"
"DB11817"	"DB11817"
"DB11823"	"DB11823"
"DB11827"	"DB06292"
"DB11827"	"DB08907"
"DB11827"	"DB09038"
"DB11827"	"DB11827"
"DB11828"	"DB00317"
"DB11828"	"DB01269"
"DB11828"	"DB09330"
"DB11828"	"DB09559"
"DB11828"	"DB11828"
"DB11828"	"DB11963"
"DB11834"	"DB11834"
"DB11842"	"DB00177"
"DB11842"	"DB00275"
"DB11842"	"DB00678"
"DB11842"	"DB00796"
"DB11842"	"DB00876"
"DB11842"	"DB08822"
"DB11842"	"DB11842"
"DB11855"	"DB00209"
"DB11855"	"DB00219"
"DB11855"	"DB00670"
"DB11855"	"DB00771"
"DB11855"	"DB00782"
"DB11855"	"DB00942"
"DB11855"	"DB00979"
"DB11855"	"DB11855"
"DB11859"	"DB00189"
"DB11859"	"DB00349"
"DB11859"	"DB00474"
"DB11859"	"DB00475"
"DB11859"	"DB01107"
"DB11859"	"DB01437"
"DB11859"	"DB11859"
"DB11901"	"DB11901"
"DB11921"	"DB00180"
"DB11921"	"DB00223"
"DB11921"	"DB00240"
"DB11921"	"DB00253"
"DB11921"	"DB00324"
"DB11921"	"DB00394"
"DB11921"	"DB00443"
"DB11921"	"DB00547"
"DB11921"	"DB00596"
"DB11921"	"DB00620"
"DB11921"	"DB00663"
"DB11921"	"DB00769"
"DB11921"	"DB00838"
"DB11921"	"DB00846"
"DB11921"	"DB00860"
"DB11921"	"DB14596"
"DB11921"	"DB00896"
"DB11921"	"DB00959"
"DB11921"	"DB01013"
"DB11921"	"DB01130"
"DB11921"	"DB01222"
"DB11921"	"DB01260"
"DB11921"	"DB01380"
"DB11921"	"DB01410"
"DB11921"	"DB06781"
"DB11921"	"DB11921"
"DB11921"	"DB13158"
"DB11945"	"DB11595"
"DB11945"	"DB11945"
"DB11952"	"DB11952"
"DB11963"	"DB00317"
"DB11963"	"DB01269"
"DB11963"	"DB09330"
"DB11963"	"DB09559"
"DB11963"	"DB11828"
"DB11963"	"DB11963"
"DB11967"	"DB11967"
"DB11978"	"DB06786"
"DB11978"	"DB08828"
"DB11978"	"DB09143"
"DB11978"	"DB11978"
"DB11979"	"DB00007"
"DB11979"	"DB00106"
"DB11979"	"DB06699"
"DB11979"	"DB06785"
"DB11979"	"DB06788"
"DB11979"	"DB06825"
"DB11979"	"DB11979"
"DB11988"	"DB00073"
"DB11988"	"DB06650"
"DB11988"	"DB08935"
"DB11988"	"DB11988"
"DB11994"	"DB11994"
"DB11995"	"DB11995"
"DB12001"	"DB09073"
"DB12001"	"DB11730"
"DB12001"	"DB12001"
"DB12010"	"DB12010"
"DB12015"	"DB12015"
"DB12023"	"DB12023"
"DB12095"	"DB12095"
"DB12130"	"DB08865"
"DB12130"	"DB09063"
"DB12130"	"DB11363"
"DB12130"	"DB12130"
"DB12141"	"DB12141"
"DB12147"	"DB12147"
"DB12159"	"DB12159"
"DB12161"	"DB01089"
"DB12161"	"DB06714"
"DB12161"	"DB12161"
"DB12240"	"DB12240"
"DB12267"	"DB12267"
"DB12278"	"DB12278"
"DB12328"	"DB08995"
"DB12328"	"DB12328"
"DB12332"	"DB09074"
"DB12332"	"DB12332"
"DB12364"	"DB06228"
"DB12364"	"DB06605"
"DB12364"	"DB09075"
"DB12364"	"DB12364"
"DB12364"	"DB13884"
"DB12371"	"DB12371"
"DB12483"	"DB12483"
"DB12498"	"DB00452"
"DB12498"	"DB06809"
"DB12498"	"DB12498"
"DB12532"	"DB12532"
"DB12688"	"DB12688"
"DB12698"	"DB12698"
"DB12783"	"DB00190"
"DB12783"	"DB12783"
"DB12789"	"DB12789"
"DB12836"	"DB12836"
"DB12865"	"DB00994"
"DB12865"	"DB01012"
