"Other_symbol"	"Type_of_symbol"	"Approved.symbol"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"NCRNA00241"	"Previous_symbol"	"AGPAT4-IT1"	"    79992"	"ENSG00000279355"
"AGRIN"	"Previous_symbol"	"AGRN"	"   375790"	"ENSG00000188157"
"SERPINA8"	"Previous_symbol"	"AGT"	"      183"	"ENSG00000135744"
"AGTR1B"	"Previous_symbol"	"AGTR1"	"      185"	"ENSG00000144891"
"SPAT"	"Previous_symbol"	"AGXT"	"      189"	"ENSG00000172482"
"AHCTF1P"	"Previous_symbol"	"AHCTF1P1"	"   285116"	"ENSG00000226121"
"C14orf78"	"Previous_symbol"	"AHNAK2"	"   113146"	"ENSG00000185567"
"AHH"	"Previous_symbol"	"AHRR"	"    57491"	"ENSG00000063438"
"AHHR"	"Previous_symbol"	"AHRR"	"    57491"	"ENSG00000063438"
"C14orf3"	"Previous_symbol"	"AHSA1"	"    10598"	"ENSG00000100591"
"AHSA2"	"Previous_symbol"	"AHSA2P"	"   130872"	"ENSG00000173209"
"ERAF"	"Previous_symbol"	"AHSP"	"    51327"	"ENSG00000169877"
"C1orf80"	"Previous_symbol"	"AIDA"	"    64853"	"ENSG00000186063"
"C9orf58"	"Previous_symbol"	"AIF1L"	"    83543"	"ENSG00000126878"
"PDCD8"	"Previous_symbol"	"AIFM1"	"     9131"	"ENSG00000156709"
"NAMSD"	"Previous_symbol"	"AIFM1"	"     9131"	"ENSG00000156709"
"AUNX1"	"Previous_symbol"	"AIFM1"	"     9131"	"ENSG00000156709"
"AMID"	"Previous_symbol"	"AIFM2"	"    84883"	"ENSG00000042286"
"SCYE1"	"Previous_symbol"	"AIMP1"	"     9255"	"ENSG00000164022"
"SCYE1P"	"Previous_symbol"	"AIMP1P1"	"   170547"	"ENSG00000234187"
"LCA4"	"Previous_symbol"	"AIPL1"	"    23746"	"ENSG00000129221"
"APECED"	"Previous_symbol"	"AIRE"	"      326"	"ENSG00000160224"
"C9orf172"	"Previous_symbol"	"AJM1"	"   389813"	"ENSG00000232434"
"JUB"	"Previous_symbol"	"AJUBA"	"    84962"	"ENSG00000129474"
"AK6"	"Previous_symbol"	"AK3"	"    50808"	"ENSG00000147853"
"AK3L1"	"Previous_symbol"	"AK3"	"    50808"	"ENSG00000147853"
"AK3"	"Previous_symbol"	"AK4"	"      205"	"ENSG00000162433"
"AK3L1"	"Previous_symbol"	"AK4"	"      205"	"ENSG00000162433"
"AK3P1"	"Previous_symbol"	"AK4P1"	"      206"	"ENSG00000263535"
"AK3L2"	"Previous_symbol"	"AK4P3"	"   645619"	"ENSG00000233381"
"C9orf98"	"Previous_symbol"	"AK8"	"   158067"	"ENSG00000165695"
"C6orf224"	"Previous_symbol"	"AK9"	"   221264"	"ENSG00000155085"
"AKD2"	"Previous_symbol"	"AK9"	"   221264"	"ENSG00000155085"
"C6orf199"	"Previous_symbol"	"AK9"	"   221264"	"ENSG00000155085"
"AKD1"	"Previous_symbol"	"AK9"	"   221264"	"ENSG00000155085"
"C18orf42"	"Previous_symbol"	"AKAIN1"	"   642597"	"ENSG00000231824"
"PRKA1"	"Previous_symbol"	"AKAP1"	"     8165"	"ENSG00000121057"
"LBC"	"Previous_symbol"	"AKAP13"	"    11214"	"ENSG00000170776"
"CXYorf3"	"Previous_symbol"	"AKAP17A"	"     8227"	"ENSG00000197976"
"SFRS17A"	"Previous_symbol"	"AKAP17A"	"     8227"	"ENSG00000197976"
"AKAP16B"	"Previous_symbol"	"AKAP17BP"	"   139516"	"ENSG00000214992"
"AKAP16BP"	"Previous_symbol"	"AKAP17BP"	"   139516"	"ENSG00000214992"
"C11orf17"	"Previous_symbol"	"AKIP1"	"    56672"	"ENSG00000166452"
"C1orf108"	"Previous_symbol"	"AKIRIN1"	"    79647"	"ENSG00000174574"
"C6orf166"	"Previous_symbol"	"AKIRIN2"	"    55122"	"ENSG00000135334"
"C1orf62"	"Previous_symbol"	"AKNAD1"	"   254268"	"ENSG00000162641"
"ALDR1"	"Previous_symbol"	"AKR1B1"	"      231"	"ENSG00000085662"
"ALDRL1"	"Previous_symbol"	"AKR1B1P1"	"   401982"	"ENSG00000229991"
"ALDRP"	"Previous_symbol"	"AKR1B1P2"	"      236"	"ENSG00000213452"
"ALDRL3"	"Previous_symbol"	"AKR1B1P3"	"   729347"	"ENSG00000213785"
"ALDRL4"	"Previous_symbol"	"AKR1B1P4"	"   390402"	"ENSG00000237876"
"AKR1B1P"	"Previous_symbol"	"AKR1B1P5"	"   390482"	"ENSG00000258685"
"AKR1B11"	"Previous_symbol"	"AKR1B10"	"    57016"	"ENSG00000198074"
"DDH1"	"Previous_symbol"	"AKR1C1"	"     1645"	"ENSG00000187134"
"DDH2"	"Previous_symbol"	"AKR1C2"	"     1646"	"ENSG00000151632"
"TDD"	"Previous_symbol"	"AKR1C2"	"     1646"	"ENSG00000151632"
"HSD17B5"	"Previous_symbol"	"AKR1C3"	"     8644"	"ENSG00000196139"
"CHDR"	"Previous_symbol"	"AKR1C4"	"     1109"	"ENSG00000198610"
"AKR1CL1"	"Previous_symbol"	"AKR1C8P"	"   340811"	"ENSG00000264006"
"SRD5B1"	"Previous_symbol"	"AKR1D1"	"     6718"	"ENSG00000122787"
"SRD5BP1"	"Previous_symbol"	"AKR1D1P1"	"    80701"	"ENSG00000227776"
"AKR1D1P"	"Previous_symbol"	"AKR1D1P1"	"    80701"	"ENSG00000227776"
"AKRDC1"	"Previous_symbol"	"AKR1E2"	"    83592"	"ENSG00000165568"
"AKR1CL2"	"Previous_symbol"	"AKR1E2"	"    83592"	"ENSG00000165568"
"FTS"	"Previous_symbol"	"AKTIP"	"    64400"	"ENSG00000166971"
"ALAS3"	"Previous_symbol"	"ALAS1"	"      211"	"ENSG00000023330"
"ALAS"	"Previous_symbol"	"ALAS1"	"      211"	"ENSG00000023330"
"ASB"	"Previous_symbol"	"ALAS2"	"      212"	"ENSG00000158578"
"PUMB1"	"Previous_symbol"	"ALDH1A1"	"      216"	"ENSG00000165092"
"ALDH1"	"Previous_symbol"	"ALDH1A1"	"      216"	"ENSG00000165092"
"ALDH6"	"Previous_symbol"	"ALDH1A3"	"      220"	"ENSG00000184254"
"ALDH5"	"Previous_symbol"	"ALDH1B1"	"      219"	"ENSG00000137124"
"FTHFD"	"Previous_symbol"	"ALDH1L1"	"    10840"	"ENSG00000144908"
"ALDH3"	"Previous_symbol"	"ALDH3A1"	"      218"	"ENSG00000108602"
"SLS"	"Previous_symbol"	"ALDH3A2"	"      224"	"ENSG00000072210"
"ALDH10"	"Previous_symbol"	"ALDH3A2"	"      224"	"ENSG00000072210"
"ALDH7"	"Previous_symbol"	"ALDH3B1"	"      221"	"ENSG00000006534"
"ALDH8"	"Previous_symbol"	"ALDH3B2"	"      222"	"ENSG00000132746"
"ALDH4"	"Previous_symbol"	"ALDH4A1"	"     8659"	"ENSG00000159423"
"MMSDH"	"Previous_symbol"	"ALDH6A1"	"     4329"	"ENSG00000119711"
"ATQ1"	"Previous_symbol"	"ALDH7A1"	"      501"	"ENSG00000164904"
"ATQL1"	"Previous_symbol"	"ALDH7A1P1"	"      541"	"ENSG00000251400"
"ATQL2"	"Previous_symbol"	"ALDH7A1P2"	"      542"	"ENSG00000232292"
"ATQL3"	"Previous_symbol"	"ALDH7A1P3"	"      543"	"ENSG00000243853"
"ATQL4"	"Previous_symbol"	"ALDH7A1P4"	"      544"	"ENSG00000234489"
"ALDH7"	"Previous_symbol"	"ALDH9A1"	"      223"	"ENSG00000143149"
"ALDH4"	"Previous_symbol"	"ALDH9A1"	"      223"	"ENSG00000143149"
"ALDH9"	"Previous_symbol"	"ALDH9A1"	"      223"	"ENSG00000143149"
"GSAS"	"Previous_symbol"	"ALDH18A1"	"     5832"	"ENSG00000059573"
"PYCS"	"Previous_symbol"	"ALDH18A1"	"     5832"	"ENSG00000059573"
"SPG9"	"Previous_symbol"	"ALDH18A1"	"     5832"	"ENSG00000059573"
"DIBD1"	"Previous_symbol"	"ALG9"	"    79796"	"ENSG00000086848"
"GLT28D1"	"Previous_symbol"	"ALG13"	"    79868"	"ENSG00000101901"
"CXorf45"	"Previous_symbol"	"ALG13"	"    79868"	"ENSG00000101901"
"FAM150A"	"Previous_symbol"	"ALKAL1"	"   389658"	"ENSG00000196711"
"FAM150B"	"Previous_symbol"	"ALKAL2"	"   285016"	"ENSG00000189292"
"ALKBH"	"Previous_symbol"	"ALKBH1"	"     8846"	"ENSG00000100601"
"OFOXD1"	"Previous_symbol"	"ALKBH5"	"    54890"	"ENSG00000091542"
"SPATA11"	"Previous_symbol"	"ALKBH7"	"    84266"	"ENSG00000125652"
"ALMS1L"	"Previous_symbol"	"ALMS1P1"	"   200420"	"ENSG00000163016"
"ALMS1P"	"Previous_symbol"	"ALMS1P1"	"   200420"	"ENSG00000163016"
"ALOX12P"	"Previous_symbol"	"ALOX12P1"	"      243"	"ENSG00000264958"
"ALOX15P"	"Previous_symbol"	"ALOX15P1"	"100652883"	"ENSG00000274114"
"ALPPL2"	"Previous_symbol"	"ALPG"	"      251"	"ENSG00000163286"
"HOPS"	"Previous_symbol"	"ALPL"	"      249"	"ENSG00000162551"
"ALS2CR6"	"Previous_symbol"	"ALS2"	"    57679"	"ENSG00000003393"
"CART1"	"Previous_symbol"	"ALX1"	"     8092"	"ENSG00000180318"
"FND"	"Previous_symbol"	"ALX3"	"      257"	"ENSG00000156150"
"PFM2"	"Previous_symbol"	"ALX4"	"    60529"	"ENSG00000052850"
"THOC4"	"Previous_symbol"	"ALYREF"	"    10189"	"ENSG00000183684"
"ITI"	"Previous_symbol"	"AMBP"	"      259"	"ENSG00000106927"
"ITIL"	"Previous_symbol"	"AMBP"	"      259"	"ENSG00000106927"
"AMD2"	"Previous_symbol"	"AMD1P2"	"      263"	"ENSG00000237801"
"AMD"	"Previous_symbol"	"AMD1P2"	"      263"	"ENSG00000237801"
"AMDP1"	"Previous_symbol"	"AMD1P2"	"      263"	"ENSG00000237801"
"AMG"	"Previous_symbol"	"AMELX"	"      265"	"ENSG00000125363"
"AIH1"	"Previous_symbol"	"AMELX"	"      265"	"ENSG00000125363"
"AMGL"	"Previous_symbol"	"AMELY"	"      266"	"ENSG00000099721"
"FAM123B"	"Previous_symbol"	"AMER1"	"   139285"	"ENSG00000184675"
"FAM123A"	"Previous_symbol"	"AMER2"	"   219287"	"ENSG00000165566"
"FAM123C"	"Previous_symbol"	"AMER3"	"   205147"	"ENSG00000178171"
"AMY1"	"Previous_symbol"	"AMY1A"	"      276"	"ENSG00000237763"
"AMY1"	"Previous_symbol"	"AMY1B"	"      277"	"ENSG00000174876"
"AMY1"	"Previous_symbol"	"AMY1C"	"      278"	"ENSG00000187733"
"AMY2"	"Previous_symbol"	"AMY2A"	"      279"	"ENSG00000243480"
"AMY2"	"Previous_symbol"	"AMY2B"	"      280"	"ENSG00000240038"
"AMY2P"	"Previous_symbol"	"AMYP1"	"      281"	"ENSG00000227408"
"ANAPC10P"	"Previous_symbol"	"ANAPC10P1"	"   729198"	"ENSG00000213735"
"C11orf51"	"Previous_symbol"	"ANAPC15"	"    25906"	"ENSG00000110200"
"C10orf104"	"Previous_symbol"	"ANAPC16"	"   119504"	"ENSG00000166295"
"KIAA0759"	"Previous_symbol"	"ANGEL1"	"    23357"	"ENSG00000013523"
"ANGPT3"	"Previous_symbol"	"ANGPTL1"	"     9068"	"ENSG00000116194"
"ANGPT5"	"Previous_symbol"	"ANGPTL3"	"    27329"	"ENSG00000132855"
"C19orf80"	"Previous_symbol"	"ANGPTL8"	"    55908"	"ENSG00000130173"
"ANK"	"Previous_symbol"	"ANK1"	"      286"	"ENSG00000029534"
"LQT4"	"Previous_symbol"	"ANK2"	"      287"	"ENSG00000145362"
"ANKRD5"	"Previous_symbol"	"ANKEF1"	"    63926"	"ENSG00000132623"
"CCAL2"	"Previous_symbol"	"ANKH"	"    56172"	"ENSG00000154122"
"CMDJ"	"Previous_symbol"	"ANKH"	"    56172"	"ENSG00000154122"
"ANKRD41"	"Previous_symbol"	"ANKLE1"	"   126549"	"ENSG00000160117"
"KIAA0692"	"Previous_symbol"	"ANKLE2"	"    23141"	"ENSG00000176915"
"ANKRD13"	"Previous_symbol"	"ANKRD13A"	"    88455"	"ENSG00000076513"
"ANKRD19"	"Previous_symbol"	"ANKRD19P"	"   138649"	"ENSG00000187984"
"ANKRD20A"	"Previous_symbol"	"ANKRD20A1"	"    84210"	"ENSG00000260691"
"ANKRD20A2"	"Previous_symbol"	"ANKRD20A2P"	"   441430"	"ENSG00000183148"
"ANKRD20A3"	"Previous_symbol"	"ANKRD20A3P"	"   441425"	"ENSG00000276203"
"ANKRD20A4"	"Previous_symbol"	"ANKRD20A4P"	"   728747"	"ENSG00000172014"
"ANKRD20A5"	"Previous_symbol"	"ANKRD20A5P"	"   440482"	"ENSG00000186481"
"ANKRD20B"	"Previous_symbol"	"ANKRD20A8P"	"   729171"	"ENSG00000229089"
"ANKRD20A4P1"	"Previous_symbol"	"ANKRD20A10P"	"100421422"	"ENSG00000226695"
"C21orf81"	"Previous_symbol"	"ANKRD20A11P"	"   391267"	"ENSG00000215559"
"C21orf126"	"Previous_symbol"	"ANKRD20A18P"	"   391269"	"ENSG00000249493"
"CCDC29"	"Previous_symbol"	"ANKRD20A20P"	"   728788"	NA
"THC2"	"Previous_symbol"	"ANKRD26"	"    22852"	"ENSG00000107890"
"LINC00414"	"Previous_symbol"	"ANKRD26P3"	"100101938"	"ENSG00000237636"
"NCRNA00164"	"Previous_symbol"	"ANKRD30BL"	"   554226"	"ENSG00000163046"
"ANKRD30BP3"	"Previous_symbol"	"ANKRD30BL"	"   554226"	"ENSG00000163046"
"C21orf110"	"Previous_symbol"	"ANKRD30BP1"	"   642460"	"ENSG00000175302"
"ANKRD30BP"	"Previous_symbol"	"ANKRD30BP1"	"   642460"	"ENSG00000175302"
"C21orf99"	"Previous_symbol"	"ANKRD30BP2"	"   149992"	"ENSG00000224309"
"C12orf7"	"Previous_symbol"	"ANKRD33"	"   341405"	"ENSG00000167612"
"ANKRD34"	"Previous_symbol"	"ANKRD34A"	"   284615"	"ENSG00000272031"
"KIAA1641"	"Previous_symbol"	"ANKRD36B"	"    57730"	"ENSG00000196912"
"ANKRD26L1"	"Previous_symbol"	"ANKRD36BP1"	"    84832"	"ENSG00000214262"
"ANKRD36BL1"	"Previous_symbol"	"ANKRD36BP1"	"    84832"	"ENSG00000214262"
"C17orf73"	"Previous_symbol"	"ANKRD40CL"	"    55018"	"ENSG00000167117"
"LINC00483"	"Previous_symbol"	"ANKRD40CL"	"    55018"	"ENSG00000167117"
"C20orf86"	"Previous_symbol"	"ANKRD60"	"   140731"	"ENSG00000124227"
"ANKS1"	"Previous_symbol"	"ANKS1A"	"    23294"	"ENSG00000064999"
"SAMD6"	"Previous_symbol"	"ANKS6"	"   203286"	"ENSG00000165138"
"ANKRD14"	"Previous_symbol"	"ANKS6"	"   203286"	"ENSG00000165138"
"C3orf16"	"Previous_symbol"	"ANKUB1"	"   389161"	"ENSG00000206199"
"ORAOV2"	"Previous_symbol"	"ANO1"	"    55107"	"ENSG00000131620"
"TMEM16A"	"Previous_symbol"	"ANO1"	"    55107"	"ENSG00000131620"
"C12orf3"	"Previous_symbol"	"ANO2"	"    57101"	"ENSG00000047617"
"TMEM16B"	"Previous_symbol"	"ANO2"	"    57101"	"ENSG00000047617"
"C11orf25"	"Previous_symbol"	"ANO3"	"    63982"	"ENSG00000134343"
"TMEM16C"	"Previous_symbol"	"ANO3"	"    63982"	"ENSG00000134343"
"TMEM16D"	"Previous_symbol"	"ANO4"	"   121601"	"ENSG00000151572"
"TMEM16E"	"Previous_symbol"	"ANO5"	"   203859"	"ENSG00000171714"
"LGMD2L"	"Previous_symbol"	"ANO5"	"   203859"	"ENSG00000171714"
"TMEM16F"	"Previous_symbol"	"ANO6"	"   196527"	"ENSG00000177119"
"PCANAP5"	"Previous_symbol"	"ANO7"	"    50636"	"ENSG00000146205"
"TMEM16G"	"Previous_symbol"	"ANO7"	"    50636"	"ENSG00000146205"
"TMEM16M"	"Previous_symbol"	"ANO7L1"	"101927546"	"ENSG00000237276"
"C1orf224"	"Previous_symbol"	"ANO7L1"	"101927546"	"ENSG00000237276"
"ANO7P1"	"Previous_symbol"	"ANO7L1"	"101927546"	"ENSG00000237276"
"KIAA1623"	"Previous_symbol"	"ANO8"	"    57719"	"ENSG00000074855"
"TMEM16H"	"Previous_symbol"	"ANO8"	"    57719"	"ENSG00000074855"
"TP53I5"	"Previous_symbol"	"ANO9"	"   338440"	"ENSG00000185101"
"TMEM16J"	"Previous_symbol"	"ANO9"	"   338440"	"ENSG00000185101"
"TMEM16K"	"Previous_symbol"	"ANO10"	"    55129"	"ENSG00000160746"
"KAL"	"Previous_symbol"	"ANOS1"	"     3730"	"ENSG00000011201"
"ADMLX"	"Previous_symbol"	"ANOS1"	"     3730"	"ENSG00000011201"
"KAL1"	"Previous_symbol"	"ANOS1"	"     3730"	"ENSG00000011201"
"ADMLY"	"Previous_symbol"	"ANOS2P"	"     3734"	"ENSG00000241859"
"KALP"	"Previous_symbol"	"ANOS2P"	"     3734"	"ENSG00000241859"
"C15orf1"	"Previous_symbol"	"ANP32A"	"     8125"	"ENSG00000140350"
"C15orf28"	"Previous_symbol"	"ANP32A-IT1"	"    80035"	NA
"NCRNA00321"	"Previous_symbol"	"ANP32A-IT1"	"    80035"	NA
"CD13"	"Previous_symbol"	"ANPEP"	"      290"	"ENSG00000166825"
"PEPN"	"Previous_symbol"	"ANPEP"	"      290"	"ENSG00000166825"
"C16orf24"	"Previous_symbol"	"ANTKMT"	"    65990"	"ENSG00000103254"
"FAM173A"	"Previous_symbol"	"ANTKMT"	"    65990"	"ENSG00000103254"
"ANX1"	"Previous_symbol"	"ANXA1"	"      301"	"ENSG00000135046"
"LPC1"	"Previous_symbol"	"ANXA1"	"      301"	"ENSG00000135046"
"ANX2"	"Previous_symbol"	"ANXA2"	"      302"	"ENSG00000182718"
"ANX2L4"	"Previous_symbol"	"ANXA2"	"      302"	"ENSG00000182718"
"CAL1H"	"Previous_symbol"	"ANXA2"	"      302"	"ENSG00000182718"
"LPC2D"	"Previous_symbol"	"ANXA2"	"      302"	"ENSG00000182718"
"LPC2A"	"Previous_symbol"	"ANXA2P1"	"      303"	"ENSG00000213406"
"ANX2P1"	"Previous_symbol"	"ANXA2P1"	"      303"	"ENSG00000213406"
"ANX2L1"	"Previous_symbol"	"ANXA2P1"	"      303"	"ENSG00000213406"
"ANX2P2"	"Previous_symbol"	"ANXA2P2"	"      304"	"ENSG00000231991"
"ANX2L2"	"Previous_symbol"	"ANXA2P2"	"      304"	"ENSG00000231991"
"LPC2B"	"Previous_symbol"	"ANXA2P2"	"      304"	"ENSG00000231991"
"ANX2P3"	"Previous_symbol"	"ANXA2P3"	"      305"	"ENSG00000216740"
"ANX2L3"	"Previous_symbol"	"ANXA2P3"	"      305"	"ENSG00000216740"
"LPC2C"	"Previous_symbol"	"ANXA2P3"	"      305"	"ENSG00000216740"
"C5orf39"	"Previous_symbol"	"ANXA2R"	"   389289"	"ENSG00000177721"
"ANX3"	"Previous_symbol"	"ANXA3"	"      306"	"ENSG00000138772"
"ANX4"	"Previous_symbol"	"ANXA4"	"      307"	"ENSG00000196975"
"ENX2"	"Previous_symbol"	"ANXA5"	"      308"	"ENSG00000164111"
"ANX5"	"Previous_symbol"	"ANXA5"	"      308"	"ENSG00000164111"
"ANX6"	"Previous_symbol"	"ANXA6"	"      309"	"ENSG00000197043"
"ANX7"	"Previous_symbol"	"ANXA7"	"      310"	"ENSG00000138279"
"ANX8"	"Previous_symbol"	"ANXA8"	"   653145"	"ENSG00000265190"
"ANXA8L2"	"Previous_symbol"	"ANXA8L1"	"   728113"	"ENSG00000264230"
"ANX31"	"Previous_symbol"	"ANXA9"	"     8416"	"ENSG00000143412"
"ANX11"	"Previous_symbol"	"ANXA11"	"      311"	"ENSG00000122359"
"ANX13"	"Previous_symbol"	"ANXA13"	"      312"	"ENSG00000104537"
"ABP1"	"Previous_symbol"	"AOC1"	"       26"	"ENSG00000002726"
"ABP"	"Previous_symbol"	"AOC1"	"       26"	"ENSG00000002726"
"C9orf3"	"Previous_symbol"	"AOPEP"	"    84909"	"ENSG00000148120"
"AOX2"	"Previous_symbol"	"AOX2P"	"   344454"	"ENSG00000243478"
"C4orf16"	"Previous_symbol"	"AP1AR"	"    55435"	"ENSG00000138660"
"ADTB1"	"Previous_symbol"	"AP1B1"	"      162"	"ENSG00000100280"
"CLAPB2"	"Previous_symbol"	"AP1B1"	"      162"	"ENSG00000100280"
"ADTB1L1"	"Previous_symbol"	"AP1B1P1"	"    23782"	"ENSG00000234479"
"ADTB1L2"	"Previous_symbol"	"AP1B1P2"	"    23781"	"ENSG00000232707"
"CLAPG1"	"Previous_symbol"	"AP1G1"	"      164"	"ENSG00000166747"
"ADTG"	"Previous_symbol"	"AP1G1"	"      164"	"ENSG00000166747"
"CLAPS1"	"Previous_symbol"	"AP1S1"	"     1174"	"ENSG00000106367"
"EKV3"	"Previous_symbol"	"AP1S1"	"     1174"	"ENSG00000106367"
"MRX59"	"Previous_symbol"	"AP1S2"	"     8905"	"ENSG00000182287"
"MRXS5"	"Previous_symbol"	"AP1S2"	"     8905"	"ENSG00000182287"
"PGS"	"Previous_symbol"	"AP1S2"	"     8905"	"ENSG00000182287"
"CLAPA1"	"Previous_symbol"	"AP2A1"	"      160"	"ENSG00000196961"
"ADTAA"	"Previous_symbol"	"AP2A1"	"      160"	"ENSG00000196961"
"CLAPA2"	"Previous_symbol"	"AP2A2"	"      161"	"ENSG00000183020"
"ADTAB"	"Previous_symbol"	"AP2A2"	"      161"	"ENSG00000183020"
"ADTB2"	"Previous_symbol"	"AP2B1"	"      163"	"ENSG00000006125"
"CLAPB1"	"Previous_symbol"	"AP2B1"	"      163"	"ENSG00000006125"
"CLAPM1"	"Previous_symbol"	"AP2M1"	"     1173"	"ENSG00000161203"
"CLAPS2"	"Previous_symbol"	"AP2S1"	"     1175"	"ENSG00000042753"
"HHC3"	"Previous_symbol"	"AP2S1"	"     1175"	"ENSG00000042753"
"CLAPS3"	"Previous_symbol"	"AP3S1"	"     1176"	"ENSG00000177879"
"SPG47"	"Previous_symbol"	"AP4B1"	"    10717"	"ENSG00000134262"
"C14orf108"	"Previous_symbol"	"AP5M1"	"    55745"	"ENSG00000053770"
"MUDENG"	"Previous_symbol"	"AP5M1"	"    55745"	"ENSG00000053770"
"C20orf29"	"Previous_symbol"	"AP5S1"	"    55317"	"ENSG00000125843"
"KIAA0415"	"Previous_symbol"	"AP5Z1"	"     9907"	"ENSG00000242802"
"MINT1"	"Previous_symbol"	"APBA1"	"      320"	"ENSG00000107282"
"X11L"	"Previous_symbol"	"APBA2"	"      321"	"ENSG00000034053"
"MINT2"	"Previous_symbol"	"APBA2"	"      321"	"ENSG00000034053"
"RIR"	"Previous_symbol"	"APBB1"	"      322"	"ENSG00000166313"
"APCDD1L-AS1"	"Previous_symbol"	"APCDD1L-DT"	"   149773"	"ENSG00000231290"
"D3F15S2"	"Previous_symbol"	"APEH"	"      327"	"ENSG00000164062"
"DNF15S2"	"Previous_symbol"	"APEH"	"      327"	"ENSG00000164062"
"D3S48E"	"Previous_symbol"	"APEH"	"      327"	"ENSG00000164062"
"APEX"	"Previous_symbol"	"APEX1"	"      328"	"ENSG00000100823"
"API5L1"	"Previous_symbol"	"API5P1"	"   642812"	"ENSG00000234558"
"C2orf13"	"Previous_symbol"	"APLF"	"   200558"	"ENSG00000169621"
"AGTRL1"	"Previous_symbol"	"APLNR"	"      187"	"ENSG00000134817"
"APPL2"	"Previous_symbol"	"APLP2"	"      334"	"ENSG00000084234"
"C20orf3"	"Previous_symbol"	"APMAP"	"    57136"	"ENSG00000101474"
"APOBEC3E"	"Previous_symbol"	"APOBEC3D"	"   140564"	"ENSG00000243811"
"C1orf169"	"Previous_symbol"	"APOBEC4"	"   403314"	"ENSG00000173627"
"AD2"	"Previous_symbol"	"APOE"	"      348"	"ENSG00000130203"
"B2G1"	"Previous_symbol"	"APOH"	"      350"	"ENSG00000091583"
"APOL"	"Previous_symbol"	"APOL1"	"     8542"	"ENSG00000100342"
"FAM121B"	"Previous_symbol"	"APOO"	"    79135"	"ENSG00000184831"
"CXorf33"	"Previous_symbol"	"APOOL"	"   139322"	"ENSG00000155008"
"FAM121A"	"Previous_symbol"	"APOOL"	"   139322"	"ENSG00000155008"
"AD1"	"Previous_symbol"	"APP"	"      351"	"ENSG00000142192"
"RSBN1L-AS1"	"Previous_symbol"	"APTR"	"100505854"	"ENSG00000214293"
"AXA1"	"Previous_symbol"	"APTX"	"    54840"	"ENSG00000137074"
"CO"	"Previous_symbol"	"AQP1"	"      358"	"ENSG00000240583"
"C18orf16"	"Previous_symbol"	"AQP4-AS1"	"   147429"	"ENSG00000260372"
"CHST9-AS1"	"Previous_symbol"	"AQP4-AS1"	"   147429"	"ENSG00000260372"
"AQP2L"	"Previous_symbol"	"AQP6"	"      363"	"ENSG00000086159"
"AQP7L"	"Previous_symbol"	"AQP7"	"      364"	"ENSG00000165269"
"AQP12"	"Previous_symbol"	"AQP12A"	"   375318"	"ENSG00000184945"
"INSSA3"	"Previous_symbol"	"AQP12B"	"   653437"	"ENSG00000185176"
"DHTR"	"Previous_symbol"	"AR"	"      367"	"ENSG00000169083"
"SBMA"	"Previous_symbol"	"AR"	"      367"	"ENSG00000169083"
"ARAF1"	"Previous_symbol"	"ARAF"	"      369"	"ENSG00000078061"
"ARAF2"	"Previous_symbol"	"ARAFP2"	"   644000"	"ENSG00000224368"
"ARAFPS"	"Previous_symbol"	"ARAFP2"	"   644000"	"ENSG00000224368"
"ARAF2P"	"Previous_symbol"	"ARAFP2"	"   644000"	"ENSG00000224368"
"ARAF3P"	"Previous_symbol"	"ARAFP3"	"   285893"	"ENSG00000227298"
"CENTD2"	"Previous_symbol"	"ARAP1"	"   116985"	"ENSG00000186635"
"CENTD1"	"Previous_symbol"	"ARAP2"	"   116984"	"ENSG00000047365"
"CENTD3"	"Previous_symbol"	"ARAP3"	"    64411"	"ENSG00000120318"
"COPD"	"Previous_symbol"	"ARCN1"	"      372"	"ENSG00000095139"
"SDGF"	"Previous_symbol"	"AREG"	"      374"	"ENSG00000109321"
"AREGB"	"Previous_symbol"	"AREG"	"      374"	"ENSG00000109321"
"KIAA0317"	"Previous_symbol"	"AREL1"	"     9870"	"ENSG00000119682"
"ARF2"	"Previous_symbol"	"ARF4"	"      378"	"ENSG00000168374"
"ARF4P"	"Previous_symbol"	"ARF4P1"	"      380"	"ENSG00000271525"
"ARF1GAP"	"Previous_symbol"	"ARFGAP1"	"    55738"	"ENSG00000101199"
"ZNF289"	"Previous_symbol"	"ARFGAP2"	"    84364"	"ENSG00000149182"
"ARFGAP1"	"Previous_symbol"	"ARFGAP3"	"    26286"	"ENSG00000242247"
"C6orf92"	"Previous_symbol"	"ARFGEF3"	"    57221"	"ENSG00000112379"
"KIAA1244"	"Previous_symbol"	"ARFGEF3"	"    57221"	"ENSG00000112379"
"GFI2"	"Previous_symbol"	"ARHGAP5"	"      394"	"ENSG00000100852"
"C14orf128"	"Previous_symbol"	"ARHGAP5-AS1"	"    84837"	"ENSG00000258655"
"FAM7B1"	"Previous_symbol"	"ARHGAP11B"	"    89839"	"ENSG00000285077"
"ARHGAP15P"	"Previous_symbol"	"ARHGAP16P"	"   319102"	"ENSG00000258894"
"SH3D20"	"Previous_symbol"	"ARHGAP27"	"   201176"	"ENSG00000159314"
"SNX26"	"Previous_symbol"	"ARHGAP33"	"   115703"	"ENSG00000004777"
