"GeneID.x"	"GeneID.y"
"862"	"51729"
"11178"	"200081"
"23216"	"200081"
"80143"	"200081"
"22905"	"200081"
"9063"	"200081"
"22924"	"22924"
"10138"	"22924"
"25884"	"22924"
"51056"	"22924"
"10827"	"29992"
"84708"	"7760"
"2519"	"7481"
"9341"	"4258"
"11284"	"4258"
"4258"	"4258"
"3927"	"10523"
"972"	"55624"
"221981"	"363"
"54896"	"363"
"7037"	"363"
"7444"	"363"
"56895"	"363"
"55591"	"363"
"55850"	"363"
"54432"	"363"
"2222"	"363"
"11343"	"363"
"55334"	"363"
"3459"	"363"
"1534"	"363"
"9341"	"363"
"5476"	"363"
"8417"	"363"
"22929"	"22929"
"151531"	"10573"
"9099"	"10573"
"6602"	"4680"
"4680"	"4680"
"5307"	"4680"
"7629"	"4680"
"9454"	"55696"
"51171"	"51171"
"55633"	"51171"
"7075"	"7205"
"9099"	"7205"
"8440"	"7205"
"3224"	"7205"
"55633"	"7205"
"84708"	"7205"
"54749"	"7205"
"7205"	"94005"
"5915"	"5705"
"5704"	"5705"
"2017"	"6452"
"3224"	"22795"
"64718"	"22795"
"5307"	"22795"
"6924"	"64395"
"84256"	"64395"
"84708"	"64395"
"11043"	"64395"
"29116"	"64395"
"8452"	"64395"
"8498"	"64395"
"10464"	"64395"
"23216"	"64395"
"6047"	"64395"
"64395"	"64395"
"118"	"57542"
"9605"	"28971"
"9063"	"5990"
"2139"	"5990"
"5307"	"55608"
"9319"	"55608"
"11343"	"57017"
"5832"	"57017"
"5476"	"57017"
"8578"	"57017"
"80342"	"57017"
"10464"	"64147"
"11043"	"64147"
"8379"	"64147"
"63932"	"64147"
"211"	"64147"
"7431"	"64147"
"54764"	"64147"
"11178"	"64147"
"363"	"140850"
"10403"	"23368"
"84708"	"23368"
"10928"	"23368"
"10362"	"23368"
"7251"	"23368"
"26009"	"23368"
"200081"	"23368"
"64147"	"23368"
"55885"	"23368"
"4292"	"23368"
"862"	"79175"
"22803"	"22803"
"10460"	"55857"
"11345"	"8655"
"25901"	"8655"
"9454"	"8655"
"10513"	"27131"
"5597"	"8550"
"10640"	"4938"
"55885"	"5829"
"5874"	"22895"
"11345"	"55614"
"51364"	"6910"
"10362"	"10961"
"6570"	"5349"
"363"	"5349"
"51006"	"5349"
"4257"	"5349"
"3381"	"5349"
"54831"	"5349"
"286"	"5349"
"22905"	"29965"
"54472"	"29965"
"54165"	"29965"
"4222"	"55285"
"23201"	"78990"
"29965"	"78990"
"22929"	"7597"
"10127"	"55668"
"55885"	"55668"
"55663"	"8812"
"58524"	"83719"
"51564"	"83719"
"79090"	"83719"
"7629"	"83719"
"5307"	"83719"
"5424"	"83719"
"64778"	"83719"
"9817"	"3383"
"10513"	"79594"
"5774"	"7023"
"9618"	"7023"
"7185"	"7023"
"84708"	"51324"
"7163"	"51324"
"83719"	"51324"
"7185"	"51324"
"2139"	"51324"
"11043"	"51324"
"5080"	"51324"
"9522"	"51324"
"84217"	"51324"
"54763"	"51324"
"25884"	"8646"
"8417"	"79603"
"55365"	"79603"
"10513"	"57192"
"8399"	"5459"
"7321"	"113878"
"23201"	"113878"
"84708"	"113878"
"2139"	"113878"
"9961"	"113878"
"3927"	"113878"
"51619"	"113878"
"51324"	"113878"
"51324"	"54918"
"50619"	"11069"
"56915"	"2271"
"54902"	"2271"
"56925"	"9552"
"8646"	"26575"
"56895"	"23428"
"54432"	"23428"
"363"	"23428"
"6047"	"3183"
"5080"	"3183"
"3183"	"3183"
"64778"	"9878"
"5689"	"8487"
"51324"	"8487"
"4222"	"8487"
"5080"	"8487"
"23633"	"8487"
"2950"	"7051"
"7051"	"7051"
"8578"	"7051"
"825"	"825"
"22902"	"825"
"113878"	"6913"
"5349"	"79157"
"5817"	"79157"
"1808"	"1808"
"1400"	"1808"
"23633"	"10762"
"9817"	"10762"
"54764"	"8318"
"54831"	"1312"
"57414"	"1312"
"221981"	"1312"
"23428"	"1312"
"9341"	"1312"
"58524"	"3881"
"5705"	"3881"
"7251"	"3881"
"55885"	"3881"
"23294"	"3881"
"8692"	"3881"
"9618"	"3881"
"51324"	"3881"
"5318"	"3881"
"83741"	"3881"
"5459"	"3881"
"6605"	"3881"
"5027"	"3881"
"9605"	"3881"
"9759"	"3881"
"55663"	"3881"
"11285"	"3881"
"6602"	"3881"
"23028"	"3881"
"5689"	"3881"
"50619"	"3881"
"2950"	"3881"
"9099"	"3881"
"3693"	"3881"
"54749"	"3881"
"11043"	"3881"
"56915"	"3881"
"200081"	"3881"
"572"	"3881"
"11178"	"8697"
"862"	"8697"
"6672"	"23468"
"55609"	"23468"
"51056"	"23468"
"10513"	"4436"
"5080"	"1725"
"1725"	"1725"
"84708"	"1725"
"5874"	"1725"
"55285"	"29911"
"8907"	"29911"
"5317"	"29911"
"84256"	"29911"
"84708"	"29911"
"10928"	"29911"
"27238"	"29911"
"9099"	"29911"
"29116"	"29911"
"1641"	"29911"
"4938"	"29911"
"9759"	"29911"
"744"	"29911"
"9474"	"29911"
"5318"	"29911"
"23503"	"29911"
"55633"	"29911"
"64147"	"29911"
"53339"	"5711"
"5829"	"25861"
"1308"	"25861"
"9817"	"25861"
"22924"	"55118"
"10362"	"51322"
"8569"	"1390"
"7051"	"10101"
"4802"	"3096"
"8812"	"3096"
"6924"	"3096"
"3096"	"3096"
"7251"	"27154"
"363"	"28978"
"6570"	"28978"
"5080"	"114327"
"25861"	"114327"
"5954"	"114327"
"54902"	"4295"
"200081"	"988"
"23368"	"988"
"54764"	"988"
"6605"	"80173"
"3881"	"25"
"51100"	"51100"
"51099"	"51100"
"7163"	"51100"
"6642"	"51100"
"10827"	"51100"
"10926"	"8317"
"11178"	"8317"
"4708"	"8317"
"9618"	"5125"
"9319"	"5125"
"5817"	"6319"
"79603"	"6319"
"1534"	"6319"
"363"	"6319"
"6676"	"6319"
"57709"	"6319"
"363"	"79956"
"57709"	"79956"
"9962"	"79956"
"6676"	"79956"
"29121"	"79956"
"363"	"22931"
"84708"	"56952"
"51324"	"56952"
"8440"	"54620"
"200081"	"112755"
"363"	"112755"
"26575"	"80270"
"1312"	"80270"
"10513"	"80270"
"3881"	"80270"
"83719"	"80270"
"80342"	"255057"
"55334"	"255057"
"8440"	"255057"
"7185"	"4670"
"363"	"51257"
"4708"	"4713"
"55668"	"4713"
"57709"	"9524"
"4222"	"997"
"7205"	"126353"
"7430"	"126353"
"5080"	"126353"
"9319"	"283638"
"51619"	"5434"
"114327"	"4616"
"10513"	"27037"
"9341"	"9342"
"112755"	"9342"
"11345"	"8216"
"6602"	"6598"
"5689"	"6598"
"140850"	"23786"
"64102"	"23786"
"5349"	"23786"
"79956"	"23786"
"6924"	"23384"
"1207"	"6634"
"6196"	"5594"
"8569"	"5594"
"4222"	"9647"
"363"	"339665"
"11043"	"8940"
"26034"	"27128"
"29911"	"27128"
"5108"	"27128"
"5689"	"27128"
"6602"	"8220"
"23028"	"29775"
"10464"	"29775"
"11284"	"29775"
"83741"	"29775"
"55633"	"29775"
"5317"	"29775"
"9817"	"29775"
"55668"	"29775"
"7869"	"29775"
"2950"	"29775"
"79157"	"113791"
"23201"	"23598"
"27033"	"23598"
"2139"	"23598"
"26993"	"23598"
"7185"	"23598"
"7205"	"23598"
"93166"	"23598"
"10403"	"24144"
"862"	"24144"
"6605"	"24144"
"5705"	"24144"
"9759"	"24144"
"10464"	"24144"
"51100"	"24144"
"200081"	"24144"
"5685"	"24144"
"56915"	"24144"
"9099"	"24144"
"51322"	"24144"
"3797"	"24144"
"64147"	"24144"
"23028"	"24144"
"8907"	"24144"
"6936"	"24144"
"7251"	"24144"
"51324"	"24144"
"55857"	"24144"
"10640"	"1414"
"7289"	"129138"
"5798"	"79879"
"9099"	"9681"
"80256"	"9463"
"30836"	"9463"
"7188"	"9463"
"6602"	"9463"
"56915"	"9463"
"55633"	"9463"
"9099"	"9463"
"2239"	"9463"
"6598"	"9463"
"55105"	"9463"
"9463"	"9463"
"10464"	"9463"
"55388"	"9463"
"55885"	"9463"
"51265"	"9463"
"84217"	"9463"
"5601"	"9463"
"9618"	"9463"
"22924"	"9463"
"5037"	"9463"
"11284"	"9463"
"27238"	"9463"
"9422"	"9463"
"26224"	"9463"
"3093"	"9463"
"1459"	"9463"
"27037"	"9463"
"56891"	"9463"
"11043"	"9463"
"8907"	"9463"
"5080"	"9463"
"3298"	"9463"
"26009"	"9463"
"53615"	"9463"
"5050"	"9463"
"7869"	"9463"
"7984"	"9463"
"51171"	"9463"
"91746"	"9463"
"8468"	"9463"
"10290"	"9463"
"11178"	"9463"
"54763"	"9463"
"84256"	"9463"
"84245"	"9463"
"9759"	"9463"
"24144"	"9463"
"55964"	"55964"
"6047"	"55964"
"84708"	"10521"
"9063"	"11144"
"84708"	"11144"
"9463"	"11144"
"84708"	"25776"
"7251"	"25776"
"10928"	"25776"
"363"	"56993"
"11178"	"27156"
"8907"	"27156"
"9605"	"27156"
"10464"	"27156"
"3881"	"27156"
"29775"	"9929"
"7051"	"9929"
"10464"	"84271"
"54764"	"84271"
"11043"	"84271"
"3881"	"84271"
"363"	"1727"
"79603"	"1727"
"5349"	"1727"
"4034"	"1727"
"81671"	"1727"
"8655"	"10126"
"10126"	"10126"
"2928"	"11252"
"11252"	"11252"
"55633"	"162"
"4292"	"162"
"1414"	"162"
"25977"	"162"
"9063"	"10042"
"10042"	"10042"
"29992"	"10043"
"54472"	"10043"
"9341"	"638"
"1534"	"638"
"1534"	"3162"
"6307"	"3162"
"79901"	"3162"
"57017"	"3162"
"363"	"3162"
"60481"	"3162"
"5449"	"410"
"816"	"410"
"9319"	"410"
"3385"	"706"
"5817"	"706"
"54764"	"23492"
"6602"	"55954"
"3224"	"55954"
"4292"	"55954"
"10523"	"23543"
"815"	"23543"
"11284"	"9145"
"51324"	"9145"
"363"	"9145"
"6642"	"9145"
"56915"	"8897"
"54918"	"54471"
"51099"	"54471"
"4802"	"80832"
"10513"	"150379"
"163"	"25828"
"57147"	"25828"
"4113"	"25828"
"22924"	"25828"
"84217"	"25828"
"24144"	"25828"
"3937"	"9402"
"9846"	"9402"
"29911"	"8664"
"9463"	"8664"
"54764"	"8664"
"9454"	"8664"
"24144"	"8664"
"2328"	"27352"
"51668"	"11020"
"55007"	"55007"
"6047"	"55007"
"8440"	"79734"
"9319"	"3560"
"4222"	"83746"
"7544"	"83746"
"9463"	"83746"
"6047"	"27351"
"10961"	"27351"
"29965"	"27351"
"24144"	"23774"
"54764"	"23774"
"841"	"23774"
"9463"	"23774"
"9463"	"1511"
"84708"	"10419"
"6924"	"10419"
"5837"	"5836"
"51324"	"114088"
"5705"	"5706"
"1399"	"5706"
"6605"	"5706"
"5706"	"5706"
"363"	"10175"
"51006"	"10175"
"638"	"10175"
"1727"	"10175"
"6570"	"10175"
"10403"	"51382"
"57120"	"55195"
"3881"	"55195"
"29911"	"55195"
"8468"	"55195"
"363"	"10490"
"51006"	"10490"
"2954"	"2954"
"84217"	"2954"
"54918"	"283578"
"9741"	"283578"
"23384"	"22938"
"9135"	"22938"
"9463"	"22938"
"56915"	"22938"
"8440"	"22938"
"24144"	"22938"
"29911"	"22938"
"56850"	"22938"
"126353"	"22938"
"139596"	"2079"
"54165"	"9766"
"339665"	"6554"
"51573"	"6554"
"9341"	"6554"
"7037"	"6554"
"1727"	"6554"
"5349"	"6554"
"8417"	"6554"
"2222"	"6554"
"11266"	"1983"
"200081"	"8115"
"23368"	"8115"
"84708"	"8115"
"8115"	"8115"
"56952"	"8115"
"7185"	"8115"
"84708"	"5700"
"5711"	"5700"
"64395"	"7528"
"2534"	"10278"
"79090"	"10278"
"5080"	"51550"
"4713"	"51550"
"5954"	"80344"
"5684"	"5687"
"2079"	"5687"
"8115"	"4792"
"5721"	"5721"
"84708"	"5721"
"5720"	"5721"
"200081"	"84312"
"88"	"84312"
"51729"	"10484"
"9063"	"10484"
"1785"	"10484"
"113878"	"10484"
"2937"	"2937"
"5836"	"5834"
"5837"	"5834"
"54918"	"958"
"9463"	"6789"
"51099"	"7165"
"51100"	"7165"
"11043"	"1522"
"5685"	"5688"
"9099"	"79444"
"5689"	"79444"
"11345"	"55738"
"23170"	"1917"
"10521"	"5753"
"93166"	"5753"
"5307"	"5753"
"10640"	"5753"
"55885"	"26205"
"8317"	"26205"
"26205"	"26205"
"51099"	"11237"
"10175"	"11237"
"126353"	"57761"
"55885"	"57761"
"56915"	"57761"
"9759"	"57761"
"5125"	"57761"
"51324"	"57761"
"113878"	"57761"
"55668"	"57761"
"26993"	"57761"
"3224"	"57761"
"1457"	"1457"
"5080"	"1457"
"4222"	"1457"
"4800"	"1457"
"55105"	"1457"
"9817"	"1457"
"6591"	"1457"
"55668"	"1457"
"23338"	"1457"
"2928"	"1457"
"5601"	"343637"
"51606"	"9751"
"57414"	"9751"
"54715"	"10326"
"10484"	"10483"
"816"	"140706"
"55850"	"140706"
"5689"	"140706"
"25828"	"10398"
"57120"	"3055"
"3881"	"3055"
"11043"	"3055"
"7205"	"3055"
"84708"	"57144"
"998"	"57144"
"11099"	"57144"
"57185"	"63905"
"55334"	"63905"
"10490"	"63905"
"5427"	"22919"
"22924"	"22919"
"5080"	"22919"
"22919"	"22919"
"5689"	"58490"
"51324"	"58490"
"63932"	"58490"
"58490"	"58490"
"57017"	"10406"
"51661"	"10406"
"1727"	"10406"
"25828"	"26051"
"84256"	"26051"
"126353"	"26051"
"23598"	"26051"
"9463"	"116092"
"9605"	"84557"
"51006"	"79953"
"363"	"79953"
"23216"	"7125"
"51099"	"79863"
"51661"	"79863"
"51009"	"79863"
"286"	"79863"
"6856"	"79863"
"54918"	"79863"
"1534"	"9218"
"79901"	"9218"
"363"	"9218"
"24144"	"8736"
"3881"	"8736"
"51324"	"79959"
"4802"	"79959"
"81572"	"79959"
"84708"	"79959"
"7629"	"79959"
"23598"	"79959"
"23028"	"79959"
"126353"	"79959"
"57595"	"79959"
"83741"	"79959"
"5317"	"79959"
"55285"	"79959"
"7528"	"79959"
"83746"	"79959"
"53615"	"79959"
"3298"	"79959"
"64395"	"8731"
"23633"	"8731"
"114327"	"54941"
"7321"	"54941"
"3093"	"54941"
"9454"	"11201"
"55608"	"1478"
"4680"	"1478"
"26993"	"1478"
"93166"	"1478"
"5704"	"5716"
"638"	"10857"
"79879"	"10857"
"6924"	"4281"
"3093"	"4281"
"51619"	"4281"
"11043"	"4281"
"64395"	"4281"
"79810"	"4281"
"64147"	"4281"
"3476"	"4281"
"55040"	"4281"
"4281"	"4281"
"2280"	"4281"
"22905"	"4281"
"7321"	"4281"
"8907"	"79576"
"79956"	"23439"
"29911"	"6839"
"54764"	"6839"
"23468"	"6839"
"10464"	"331"
"862"	"331"
"7321"	"331"
"410"	"28952"
"6642"	"6855"
"51324"	"6855"
"51100"	"6855"
"11284"	"6855"
"79863"	"6855"
"54471"	"6855"
"79901"	"5355"
"6570"	"5355"
"60481"	"5355"
"5817"	"5355"
"55248"	"5355"
"56681"	"5355"
"1534"	"5355"
"51006"	"5355"
"638"	"5355"
"51324"	"5355"
"79603"	"5355"
"11099"	"660"
"84708"	"51213"
"10513"	"51213"
"7869"	"8260"
"23504"	"8260"
"22920"	"8260"
"55668"	"8260"
"6322"	"5973"
"114327"	"2332"
"9474"	"2332"
"6047"	"10389"
"84708"	"10389"
"8440"	"10389"
"22919"	"10084"
"4222"	"2010"
"51213"	"2010"
"29781"	"2010"
"80342"	"2010"
"1312"	"2010"
"79603"	"2010"
"286"	"2010"
"64147"	"2010"
"8646"	"2623"
"5307"	"2623"
"9618"	"8266"
"9468"	"9468"
"7005"	"51442"
"8463"	"51442"
"255057"	"64840"
"23294"	"347365"
"6626"	"5935"
"5873"	"94121"
"26031"	"94121"
"54764"	"94121"
"54763"	"94121"
"23216"	"94121"
"11178"	"94121"
"1727"	"158866"
"5817"	"158866"
"6915"	"158866"
"117"	"158866"
"79959"	"2491"
"8260"	"54457"
"744"	"56271"
"8243"	"2259"
"4129"	"2259"
"10389"	"81617"
"27430"	"3839"
"80256"	"3839"
"5601"	"3839"
"79931"	"3839"
"5893"	"3839"
"10762"	"3839"
"7629"	"3839"
"84056"	"84056"
"84164"	"84056"
"2978"	"84056"
"54472"	"84935"
"2222"	"1203"
"54814"	"10562"
"6570"	"10562"
"5817"	"10562"
"10513"	"10232"
"6602"	"23361"
"27156"	"23361"
"54764"	"23361"
"51324"	"23361"
"26993"	"3299"
"6663"	"3299"
"8399"	"3299"
"84217"	"3299"
"5307"	"3299"
"3881"	"3299"
"1725"	"5595"
"5256"	"5257"
"5214"	"10204"
"10138"	"10204"
"3927"	"10204"
"90326"	"10204"
"10362"	"10204"
"58490"	"10204"
"744"	"9688"
"51324"	"55815"
"8317"	"55815"
"4281"	"9683"
"29105"	"23568"
"29121"	"51090"
"55248"	"51090"
"2896"	"51090"
"54860"	"51090"
"158866"	"51090"
"363"	"51090"
"56681"	"51090"
"363"	"6367"
"26277"	"65057"
"11099"	"50855"
"55334"	"80777"
"638"	"80777"
"6857"	"80777"
"10668"	"80777"
"363"	"80777"
"57549"	"80777"
"116154"	"80777"
"27351"	"4832"
"6855"	"65009"
"9522"	"65009"
"9145"	"65009"
"91319"	"65009"
"5355"	"65009"
"10961"	"55238"
"1534"	"55238"
"9962"	"55238"
"1727"	"55238"
"6554"	"55238"
"84699"	"55238"
"6570"	"55238"
"51661"	"55238"
"3927"	"55697"
"7158"	"55697"
"2782"	"55697"
"30835"	"55697"
"4706"	"55697"
"744"	"55697"
"55697"	"55697"
"9145"	"3038"
"6554"	"79152"
"4481"	"79152"
"363"	"79152"
"10181"	"23417"
"4292"	"4350"
"862"	"54550"
"23028"	"54550"
"84708"	"54550"
"5108"	"54550"
"9463"	"54550"
"6602"	"54550"
"54550"	"54550"
"84062"	"54550"
"1781"	"54550"
"5706"	"9717"
"54902"	"4833"
"51324"	"4833"
"113878"	"4833"
"5689"	"4833"
"9319"	"4833"
"10204"	"4833"
"51564"	"4833"
"4292"	"4833"
"55238"	"1186"
"7629"	"65990"
"51564"	"65990"
"113878"	"65990"
"26575"	"10273"
"1312"	"9028"
"55697"	"9028"
"6047"	"7329"
"11144"	"7329"
"5449"	"7329"
"5706"	"7329"
"64395"	"7329"
"58490"	"7329"
"128866"	"7329"
"55007"	"7329"
"9618"	"7329"
"112755"	"7329"
"60"	"7329"
"55663"	"7329"
"9319"	"7329"
"9063"	"7329"
"10042"	"7329"
"54476"	"6650"
"51550"	"23059"
"51324"	"23062"
"5355"	"343"
"60481"	"3163"
"23786"	"3163"
"6857"	"3163"
"56681"	"3163"
"363"	"3163"
"3093"	"51283"
"23368"	"6299"
"5932"	"5934"
"23475"	"23475"
"9463"	"4150"
"6047"	"6810"
"55850"	"6810"
"10490"	"6810"
